Source,NSSmodel,RA_ICRS,DE_ICRS,Per,Tperi,ecc,Vcm,K1,K2,omega,Flags,_RA.icrs,_DE.icrs
279860760500704000,SB2,78.49035138636,56.50778037916,7.06596662166421741,1.00009721144457,0.16032378413892,13.111091332842816470,73.245942842649583,92.856064184362339,39.12280342377162157,8388608,78.49035138636,56.50778037916
2896635453206978048,SB2,95.23524915320,-29.67120718465,0.61698390563973682,0.0420303372251358,0.047262567029284,-7.041386851921759948,82.055844402690596,244.456038841014191,328.53098905949332220,25165824,95.23524915320,-29.67120718465
2908533371609754112,SB2,82.80688059816,-27.15122325590,7.05466294613192346,1.1699272981131,0.088314803657604,-13.029235277711803676,74.593743413900071,70.241031452405011,298.28031310703698864,8388608,82.80688059816,-27.15122325590
2946311659129414144,SB2,101.96900453723,-16.71570632218,1.84347622083488294,-0.224721320468746,0.12531980040997,8.440381522240004486,129.678585364081158,124.336412085375429,40.63314392589288815,8388608,101.96900453723,-16.71570632218
2954591157782712832,SB2,78.88023335868,-28.75041806967,0.67234758450674625,-0.289909654513603,0.0050515216874998,67.245812145541620453,147.447224154581704,161.273863794382379,224.39927211851622246,8388608,78.88023335868,-28.75041806967
2986121131177463296,SB2,75.96309245199,-15.69832837603,7.27947586160962690,2.59154743383177,0.21029937363598,11.210669358318988031,78.853387025657796,80.666698653822067,330.93080549790624900,8388608,75.96309245199,-15.69832837603
3136790748588704256,SB2,115.34664423252,2.88909071521,0.68707299097191710,0.141813984252818,0.47453366161937,10.443046540838333058,72.550752256160962,75.365754452963770,273.83542038379630412,25165824,115.34664423252,2.88909071521
3560730099741500928,SB2,172.60839235492,-15.32205217661,2.29561213242600015,-0.896433421592523,0.0059801724517174,15.098251711045342915,101.182545733257527,106.009344362623878,322.65729042612213107,8388608,172.60839235492,-15.32205217661
3731188967942594560,SB2,196.56711667028,9.05931558167,0.42341660089241007,-0.201017266177434,0.029009130325475,7.884714721513544688,179.932596109351749,79.334237874533983,314.75831835239074508,8388608,196.56711667028,9.05931558167
414938061776891264,SB2,13.17922811240,50.46947164251,2.52136578837320835,-0.630117886930388,0.34396566936112,2.543046119561855889,130.389913478033975,129.854842265075064,92.41396460590691220,8388608,13.17922811240,50.46947164251
426458577120017280,SB2,14.48732070902,60.10413321605,2.39792681428520993,-0.474539634340953,0.033483192778594,-32.529789539630591833,114.139004507550553,137.853817931040197,119.15443205155636974,8388608,14.48732070902,60.10413321605
435997252803241856,SB2,47.39590177364,48.62446235557,1.90093151035004038,0.479487792329166,0.0029470953792796,22.727794970349020076,123.861140050404899,113.717271146311958,9.53248610404171970,8388608,47.39590177364,48.62446235557
445958725070708864,SB2,47.92628176411,52.21172363591,0.57291845393688479,0.258852726338187,0.14621589888958,-33.142123631144578155,113.813003292616031,118.348599834591170,310.65608275061532595,25165824,47.92628176411,52.21172363591
4550480466716665856,SB2,265.16695010864,17.93652445149,3.25435313575829666,0.761628121804941,0.021291917607353,25.525519985793231115,91.611697956600906,100.272375442370844,311.05348157377477492,8388608,265.16695010864,17.93652445149
4654713348717568000,SB2,73.02889007875,-70.73129216500,1.65549790706923372,0.184284596841908,0.21354044626886,45.608421052121379091,69.503651247802892,67.209374290393072,333.05188204783729589,8388608,73.02889007875,-70.73129216500
465643316106684032,SB2,40.01027025047,61.12927320504,2.23757235092918050,-0.523052051167382,0.055787192821187,-40.889119322006067136,87.422958257490592,110.801603540117426,32.31078001152926049,8388608,40.01027025047,61.12927320504
4718746569431964672,SB2,25.79477852718,-58.01094402324,3.78451360508360102,1.47486548999429,0.053620729696629,0.409013696512165403,80.689474488129022,69.335116860861547,7.92218945866447832,8388608,25.79477852718,-58.01094402324
495188361769736832,SB2,56.26607783369,70.72567240613,5.23687873653326275,-0.901860096595572,0.22478307736107,-0.826826075938652427,99.812061425443929,100.627790069768551,293.83146145029485297,8388608,56.26607783369,70.72567240613
5209024611054646272,SB2,130.80018767950,-79.06997712707,1.66987218676055771,-0.7708041008308,0.015478325945242,18.442553273077912479,139.403601135250739,138.978846503784098,341.12109052407589616,8388608,130.80018767950,-79.06997712707
535540335430392704,SB2,22.52292412102,73.75881350406,49.71546211239739677,0.248636766615155,0.28873667067708,-16.259338290447001185,53.608275816128312,55.650821612674719,325.09381468605243981,8388608,22.52292412102,73.75881350406
537573538591031040,SB2,0.84955399247,73.17450688054,2.08680245066191006,-0.0674331971051317,0.14340944096823,-13.118063732638489682,135.592073050685656,136.263905073850452,70.49671340062670311,8388608,0.84955399247,73.17450688054
544673291326526720,SB2,50.36042053615,73.43556373677,3.45713030821884137,-1.40747600967396,0.0060955189801416,-45.449598883959481554,100.870245335282391,99.459908294299410,25.77441070660104216,8388608,50.36042053615,73.43556373677
545022111391193344,SB2,38.03853173256,70.27830120118,9.53436063545355417,3.40085523600394,0.21041290900705,-4.737814264255395535,74.607110588243913,72.640372102859374,87.75981308704585615,8388608,38.03853173256,70.27830120118
