TIC ID|TOI|Separation (arcsec)|Separation (arcsec) Error|Pos Angle E of N (deg)|Pos Angle E of N (deg) Error|Filter|Delta Mag|Delta Mag Error|Observation Date (UT)|Date|User|Group|Tag|Notes
185058767||3.267|0.07|183.5|1.4|H|-0.141|0.133||2017-03-13 16:33:46|furlan||35197|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=https://irsa.ipac.caltech.edu/Missions/2mass.html target=_blank>17</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4724 from ExoFOP-Kepler on 2020-08-28
185059782||3.866|0.05|176.5|1|J|4.317|0.117||2017-03-13 16:33:46|furlan||34152|C; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI917 from ExoFOP-Kepler on 2020-08-28
185059782||2.661|0.05|42.4|1|J|4.461|0.133||2017-03-13 16:33:46|furlan||34152|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI917 from ExoFOP-Kepler on 2020-08-28
185060669||2.986|0.05|245.6|1|J|4.208|0.048||2017-03-13 16:33:46|furlan||34254|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1256 from ExoFOP-Kepler on 2020-08-28
185060864||0.434|0.067|114.9|1.3|z|0.986|0.01||2017-03-13 16:33:46|furlan||34963|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI3886 from ExoFOP-Kepler on 2020-08-28
185060864||0.434|0.067|114.9|1.3|i|0.857|0.195||2017-03-13 16:33:46|furlan||34963|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI3886 from ExoFOP-Kepler on 2020-08-28
185060864||0.434|0.067|114.9|1.3|K|2.229|0.031||2017-03-13 16:33:46|furlan||34963|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI3886 from ExoFOP-Kepler on 2020-08-28
185060933||3.948|0.05|318.1|1|J|3.826|0.113||2017-03-13 16:33:46|furlan||35384|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI5583 from ExoFOP-Kepler on 2020-08-28
185061336||2.943|0.05|246.9|1|J|2.676|0.02||2017-03-13 16:33:46|furlan||35186|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4664 from ExoFOP-Kepler on 2020-08-28
185109254||2.38|0.05|188.2|1|K|5.711|0.022||2017-03-13 16:33:46|furlan||34864|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>; Extracted KOI3506 from ExoFOP-Kepler on 2020-08-28
185109575||3.651|0.05|58.7|1|J|5.124|0.158||2017-03-13 16:33:46|furlan||35460|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6060 from ExoFOP-Kepler on 2020-08-28
185110667||2.471|0.064|299.8|1.3|K|2.003|0.063||2017-03-13 16:33:46|furlan||35108|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI4407 from ExoFOP-Kepler on 2020-08-28
185110667||2.256|0.05|205.3|1|K|8.743|0.071||2017-03-13 16:33:46|furlan||35108|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>; Extracted KOI4407 from ExoFOP-Kepler on 2020-08-28
185110667||2.471|0.064|299.8|1.3|J|1.96|0.01||2017-03-13 16:33:46|furlan||35108|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI4407 from ExoFOP-Kepler on 2020-08-28
185110667||2.657|0.051|311|1|K|5.073|0.229||2017-03-13 16:33:46|furlan||35108|D; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI4407 from ExoFOP-Kepler on 2020-08-28
185110667||2.471|0.064|299.8|1.3|LP600|2.97|0.05||2017-03-13 16:33:46|furlan||35108|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI4407 from ExoFOP-Kepler on 2020-08-28
185110897||3.92|0.05|30.1|1|J|4.242|0.358||2017-03-13 16:33:46|furlan||35367|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI5512 from ExoFOP-Kepler on 2020-08-28
185111663||2.853|0.05|59|1|J|4.913|0.123||2017-03-13 16:33:46|furlan||34042|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI522 from ExoFOP-Kepler on 2020-08-28
185184183||3.457|0.05|202.8|1|J|3.962|0.236||2017-03-13 16:33:46|furlan||35679|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI7005 from ExoFOP-Kepler on 2020-08-28
185184560||3.396|0.05|134.1|1|J|4.013|0.163||2017-03-13 16:33:46|furlan||34816|D; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3318 from ExoFOP-Kepler on 2020-08-28
185184560||3.107|0.05|98.9|1|J|3.681|0.145||2017-03-13 16:33:46|furlan||34816|C; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3318 from ExoFOP-Kepler on 2020-08-28
185184560||3.033|0.05|317.6|1|J|5.153|0.276||2017-03-13 16:33:46|furlan||34816|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3318 from ExoFOP-Kepler on 2020-08-28
185185271||3.533|0.051|159.9|1.4|J|-0.483|0.038||2017-03-13 16:33:46|furlan||34252|B; Extracted from Furlan et al. 2017 compilation, <a href=https://irsa.ipac.caltech.edu/Missions/2mass.html target=_blank>17</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1253 from ExoFOP-Kepler on 2020-08-28
185185751||3.833|0.051|27.1|1.2|J|5.423|0.135||2017-03-13 16:33:46|furlan||34514|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI2181 from ExoFOP-Kepler on 2020-08-28
185185751||3.535|0.05|71.2|1|K|6.41|0.038||2017-03-13 16:33:46|furlan||34514|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>; Extracted KOI2181 from ExoFOP-Kepler on 2020-08-28
185185751||3.833|0.051|27.1|1.2|K|5.933|0.029||2017-03-13 16:33:46|furlan||34514|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI2181 from ExoFOP-Kepler on 2020-08-28
185186949||2.36|0.05|209.7|1|K|8.558|0.027||2017-03-13 16:33:46|furlan||34292|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI1414 from ExoFOP-Kepler on 2020-08-28
185285807||3.163|0.074|248.2|1.4|J|5.242|0.047||2017-03-13 16:33:46|furlan||35377|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI5556 from ExoFOP-Kepler on 2020-08-28
185285807||3.163|0.074|248.2|1.4|K|3.973|0.032||2017-03-13 16:33:46|furlan||35377|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI5556 from ExoFOP-Kepler on 2020-08-28
185285807||3.23|0.137|162.3|1.1|K|2.719|0.032||2017-03-13 16:33:46|furlan||35377|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI5556 from ExoFOP-Kepler on 2020-08-28
185285807||3.23|0.137|162.3|1.1|J|3.328|0.01||2017-03-13 16:33:46|furlan||35377|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI5556 from ExoFOP-Kepler on 2020-08-28
185285807||3.23|0.137|162.3|1.1|LP600|4.31|0.03||2017-03-13 16:33:46|furlan||35377|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI5556 from ExoFOP-Kepler on 2020-08-28
185285807||3.163|0.074|248.2|1.4|LP600|5.29|0.02||2017-03-13 16:33:46|furlan||35377|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI5556 from ExoFOP-Kepler on 2020-08-28
185286955||3.592|0.05|353.7|1|J|6.036|0.271||2017-03-13 16:33:46|furlan||34212|C; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1135 from ExoFOP-Kepler on 2020-08-28
185286955||2.575|0.05|257.7|1|J|4.24|0.087||2017-03-13 16:33:46|furlan||34212|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1135 from ExoFOP-Kepler on 2020-08-28
185335694||1.282|0.08|142|1.9|J|2.894|0.01||2017-03-13 16:33:46|furlan||35154|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI4567 from ExoFOP-Kepler on 2020-08-28
185335694||1.282|0.08|142|1.9|K|1.672|0.032||2017-03-13 16:33:46|furlan||35154|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI4567 from ExoFOP-Kepler on 2020-08-28
185335694||1.282|0.08|142|1.9|LP600|2.48|0.13||2017-03-13 16:33:46|furlan||35154|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI4567 from ExoFOP-Kepler on 2020-08-28
185336124||2.277|0.05|152.5|1|K|7.862|0.064||2017-03-13 16:33:46|furlan||35690|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI7033 from ExoFOP-Kepler on 2020-08-28
185408817||0.404|0.05|350.2|1|K|4.57|0.137||2017-03-13 16:33:46|furlan||34597|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI2529 from ExoFOP-Kepler on 2020-08-28
185409226||0.75|0.05|197|1|LP600|0.81|0.08||2017-03-13 16:33:46|furlan||34213|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>; Extracted KOI1137 from ExoFOP-Kepler on 2020-08-28
185409226||3.634|0.05|193.8|1|J|3.518|0.025||2017-03-13 16:33:46|furlan||34213|C; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1137 from ExoFOP-Kepler on 2020-08-28
186470510|TOI 3371|0.2802||107.6||I: 879 (289) nm|1.1||2021-11-22|2021-11-29 06:42:04|ziegler|tfopwg|102531|
186547153|TOI 608|0.248||44.4||I: 879 (289) nm|0.1||2019-05-18|2020-01-24 12:19:58|ziegler|tfopwg|16040|Ziegler et al. (2020)
186815660|TOI 5485|1.181|0.003|175.12|0.07|Jcont|3.59|0.031|2023-04-26|2023-11-09 11:58:22|ciardi|tfopwg|429159|Companion is likely Gaia DR3 655528458818026752 (no parallax or pm available) - if bound colors consistent with M2V
186815660|TOI 5485|1.182|0.003|174.93|0.07|Kcont|2.991|0.015|2023-04-26|2023-11-09 11:58:22|ciardi|tfopwg|429159|Companion is likely Gaia DR3 655528458818026752 (no parallax or pm available) - if bound colors consistent with M2V
186815660|TOI 5485|1.182|0.003|174.93|0.07|Kcont|2.991|0.015|2023-04-26|2023-06-05 09:30:42|ciardi|tfopwg|429159|Companion is likely Gaia DR3 655528458818026752 (no parallax or pm available) - if bound colors consistent with M2V
186815660|TOI 5485|1.181|0.003|175.12|0.07|Jcont|3.59|0.031|2023-04-26|2023-06-05 09:30:42|ciardi|tfopwg|429159|Companion is likely Gaia DR3 655528458818026752 (no parallax or pm available) - if bound colors consistent with M2V
187933810||0.025||66.7||832: 832 (40) nm|0||2019-05-22|2021-11-10 17:18:10|furlan|tfopwg|101613|180 degree ambiguity in PA, uncertain fit
188630272||0.09||26.5||832: 832 (40) nm|1.7||2020-10-23|2021-12-17 10:30:44|furlan|tfopwg|36622|
188630272||0.092||24.4||562: 562 (54) nm|1.09||2020-10-23|2021-12-17 10:30:44|furlan|tfopwg|36622|
188768068|TOI 1462|0.44|0.004|186.5|1|Brgamma|0.234|0.008|2021-09-20|2021-09-20 16:33:18|ciardi|tfopwg|100046|Palomar AO (PI: ciardi)
188768068|TOI 1462|0.408|0.004|187|1|Hcont|0.23|0.007|2021-09-20|2021-09-20 16:33:18|ciardi|tfopwg|100046|Palomar AO (PI: ciardi)
188826124||0.03||337.7||832: 832 (40) nm|1.29||2021-06-25|2022-09-19 09:58:17|furlan|tfopwg|98736|180 degree ambiguity in PA, uncertain fit
188989177|TOI 433|4.0098||324.5||I: 879 (289) nm|2.9||2019-03-17|2020-01-24 12:19:58|ziegler|tfopwg|16009|Ziegler et al. (2020)
189908605||1.417||323.4||832: 832 (40) nm|2.54||2019-10-14|2021-10-29 16:06:32|furlan|tfopwg|17220|uncertain fit
189908605||1.424||322.9||562: 562 (54) nm|3.6||2019-10-14|2021-10-29 16:06:32|furlan|tfopwg|17220|uncertain fit
190721237|TOI 2670|0.1995||100.8||I: 879 (289) nm|1.2||2021-11-22|2021-11-29 06:42:04|ziegler|tfopwg|102533|
191496430|TOI 2909|2.7448||264.7||I: 879 (289) nm|2.5||2021-11-22|2021-11-29 06:42:04|ziegler|tfopwg|102536|
191496430|TOI 2909|0.1842||234.9||I: 879 (289) nm|2.4||2021-11-22|2021-11-29 06:42:04|ziegler|tfopwg|102537|
191928543|TOI 2602|1.4763||343.6||I: 879 (289) nm|5.2||2021-11-22|2021-11-29 06:42:04|ziegler|tfopwg|102538|
192003741|TOI 2907|0.3944||165.8||I: 879 (289) nm|1.9||2021-11-22|2021-11-29 06:42:04|ziegler|tfopwg|102540|
192571138||0.111||303.1||562: 562 (54) nm|1.2||2019-06-21|2021-11-16 12:18:24|furlan|tfopwg|17466|
192571138||0.113||305.1||832: 832 (40) nm|1.09||2019-06-21|2021-11-16 12:18:24|furlan|tfopwg|17466|
192579361||0.044||236.2||562: 562 (54) nm|2.07||2019-06-21|2021-11-16 12:18:24|furlan|tfopwg|17467|180 degree ambiguity in PA, uncertain fit
192579361||0.046||239.2||832: 832 (40) nm|2.23||2019-06-21|2021-11-16 12:18:24|furlan|tfopwg|17467|180 degree ambiguity in PA, uncertain fit
192726036||0.881||39.5||562: 562 (54) nm|3.63||2019-07-20|2021-11-16 15:33:38|furlan|tfopwg|19044|
192726036||0.88||41.7||832: 832 (40) nm|2.76||2019-07-20|2021-11-16 15:33:38|furlan|tfopwg|19044|
192878624|TOI 3641|0.458||233.8||832: 832 (40) nm|2.55||2022-09-16|2022-12-01 09:22:08|furlan|tfopwg|422622|
192878624|TOI 3641|0.451||234||562: 562 (54) nm|3.11||2022-09-16|2022-12-01 09:22:08|furlan|tfopwg|422622|uncertain fit
193109650||0.026||142.9||466: 466 (44) nm|1.4||2020-06-12|2021-11-01 16:02:46|furlan|tfopwg|101317|180 degree ambiguity in PA, uncertain fit
193134324||0.102||127.5||562: 562 (54) nm|2.71||2021-02-25|2022-09-16 17:53:42|furlan|tfopwg|95150|
193134324||0.101||129.6||832: 832 (40) nm|1.88||2021-02-25|2022-09-16 17:53:42|furlan|tfopwg|95150|
193607307||0.573||125.7||562: 562 (54) nm|5.21||2021-06-25|2022-09-19 09:58:17|furlan|tfopwg|98737|uncertain fit
193607307||0.575||125.9||832: 832 (40) nm|3.67||2021-06-25|2022-09-19 09:58:17|furlan|tfopwg|98737|
193634953|TOI 5688|4.873|0.034|227.85|0.04|Hcont|1.796|0.03|2023-07-02|2023-11-09 11:53:49|ciardi|tfopwg|429883|Palomar AO (PI: Ciardi with Clark, Lund, Catson, Harris):
194461161||0.301||102.5||562: 562 (54) nm|4.77||2021-10-20|2022-09-15 17:56:32|furlan|tfopwg|103263|
194461161||0.301||103||832: 832 (40) nm|3.25||2021-10-20|2022-09-15 17:56:32|furlan|tfopwg|103263|
194795551|TOI 3331|2.6629||47.8||I: 879 (289) nm|2.6||2021-07-15|2021-08-17 13:53:13|ziegler|tfopwg|99139|
196066560|TOI 6077|2.872|0.02|133.52|0.07|Hcont|7.709|0.076|2023-06-29|2023-11-09 11:54:55|ciardi|tfopwg|429781|Palomar AO (PI: Ciardi with Clark, Lund, Catson, Harris):
196066560|TOI 6077|2.863|0.02|133.2|0.07|Brgamma|7.532|0.09|2023-06-29|2023-11-09 11:54:55|ciardi|tfopwg|429781|Palomar AO (PI: Ciardi with Clark, Lund, Catson, Harris):
196286578|TOI 4776|1.2239||104.9||I: 879 (289) nm|4||2022-06-12|2022-08-18 07:05:05|ziegler|tfopwg|418499|
196383895||0.023||296.7||832: 832 (40) nm|1.2||2021-10-21|2022-09-15 17:56:32|furlan|tfopwg|103315|180 degree ambiguity in PA, uncertain fit
196466162||0.049||338.7||562: 562 (54) nm|0.32||2021-02-24|2022-09-16 17:53:42|furlan|tfopwg|95137|180 degree ambiguity in PA
196466162||0.049||340.7||832: 832 (40) nm|0.17||2021-02-24|2022-09-16 17:53:42|furlan|tfopwg|95137|180 degree ambiguity in PA
196680942||0.142||259||832: 832 (40) nm|0.95||2021-02-26|2022-09-16 17:53:42|furlan|tfopwg|95161|180 degree ambiguity in PA, uncertain fit
197597944||0.368||278.6||832: 832 (40) nm|4.58||2019-07-20|2021-11-16 15:33:38|furlan|tfopwg|17670|
198077394|TOI 322|0.1761||126.5||I: 879 (289) nm|0.7||2019-02-19|2020-01-24 12:19:58|ziegler|tfopwg|15995|Ziegler et al. (2020)
198077394|TOI 322|0.1745||126.1||I: 879 (289) nm|0.7||2019-07-15|2020-01-24 12:19:58|ziegler|tfopwg|16087|Ziegler et al. (2020)
198186769|TOI 1291|0.474||212||832: 832 (40) nm|5.61||2020-06-08|2021-11-01 16:02:46|furlan|tfopwg|101325|uncertain fit
198212955|TOI 1242|4.432388002|0.0002434521444|76.38673755|0.000006307826585|GAIA|3.061096||2016-01-01|2022-08-17 11:03:09|tguerrero||418372|TIC198212956 has similar parallax and proper motion to target star implying potential stellar companion
198212955|TOI 1242|4.413||352.4||Brgamma|2.0507|0.0065|2021-06-21|2021-07-30 14:38:52|ciardi|tfopwg|97860|AO detected companion corresponds to tic entry: 198212956 - distances and proper motions match target star
198213332|TOI 1131|0.094||214.4||562: 562 (54) nm|1.45||2020-02-17|2021-11-01 11:51:24|furlan|tfopwg|18256|
198213332|TOI 1131|0.106||214||832: 832 (40) nm|1.66||2020-02-17|2021-11-01 11:51:24|furlan|tfopwg|18256|
198213332|TOI 1131|0.121|0.01|209.7|0.1|Brgamma|1.3345|0.0062|2021-06-22|2021-09-01 09:26:02|ciardi|tfopwg|97902|Assuming companion is bound and based on delta_mag, star has estimated spectral type of K7V
198384408|TOI 1689|0.08|0.001|209.22|0.23|625: 625 (50) nm|0.9|0.1|2021-05-06|2023-02-10 05:34:24|safonov|tfopwg|97725|PA 180 deg ambiguity
198456933|TOI 2276|0.69|0.01|1.9|0.1|Brgamma|4.5557|0.0362|2021-02-24|2021-09-01 09:26:02|ciardi|tfopwg|95936|Assuming companion is bound and based on delta_mag, star has estimated spectral type of M5V
198483345||1.32||265.5||832: 832 (40) nm|1.12||2022-02-10|2023-06-30 15:59:48|fajardo|tfopwg|415976|180 degree ambiguity in PA, uncertain fit
198483345||1.186||274.6||562: 562 (54) nm|1.66||2022-02-10|2023-06-30 15:59:48|fajardo|tfopwg|415976|180 degree ambiguity in PA
199671901|TOI 5959|7.511|0.053|63.81|0.03|Hcont|6.467|0.042|2023-07-02|2023-11-09 11:53:49|ciardi|tfopwg|433725|Palomar AO (PI: Ciardi with Clark, Lund, Catson, Harris):
199712572|TOI 6082|6.716|0.047|14.13|0.03|Brgamma|2.671|0.013|2023-06-07|2023-11-09 11:55:30|ciardi|tfopwg|429524|Palomar AO (PI: Ciardi with Clark):
200320748|TOI 2683|0.151||166.7||I: 879 (289) nm|2.2||2021-10-03|2021-10-06 10:14:22|ziegler|tfopwg|100609|
200320748|TOI 2683|4.0588||164.2||I: 879 (289) nm|0.2||2021-10-03|2021-10-06 10:14:22|ziegler|tfopwg|100610|
200917197|TOI 3640|0.726|0.004|116.78|0.31|I|3.2|0.1|2021-10-22|2021-12-21 03:24:55|safonov|tfopwg|103691|PA 180 deg ambiguity
201186294|TOI 1634|2.538|0.004|270.7|1|Brgamma|2.619|0.008|2021-09-19|2021-09-19 15:32:20|ciardi|tfopwg|100013|Palomar AO (PI: ciardi)
201186294|TOI 1634|2.535|0.004|270.7|1|Hcont|2.713|0.007|2021-09-19|2021-09-19 15:32:20|ciardi|tfopwg|100013|Palomar AO (PI: ciardi)
201508515|TOI 2539|1.6169||272.1||I: 879 (289) nm|4.1||2021-10-03|2021-10-06 10:14:22|ziegler|tfopwg|100620|
201508515|TOI 2539|1.1443||66.6||I: 879 (289) nm|4.4||2021-10-03|2021-10-06 10:14:22|ziegler|tfopwg|100621|
202185707|TOI 4325|9.2699||214.6||I: 879 (289) nm|2.5||2021-10-19|2021-10-20 06:46:27|ziegler|tfopwg|101079|
202185707|TOI 4325|3.2583||233.5||I: 879 (289) nm|3.7||2021-10-19|2021-10-20 06:46:27|ziegler|tfopwg|101078|
202418751||0.115||140||562: 562 (54) nm|0.88||2020-08-09|2021-11-02 16:42:30|furlan|tfopwg|29663|
202418751||0.115||140.3||832: 832 (40) nm|0.89||2020-08-09|2021-11-02 16:42:30|furlan|tfopwg|29663|
202425357|TOI 5386|0.234|0.002|239.88|0.87|Brgamma|1.784|0.012|2023-07-02|2023-11-09 11:53:49|ciardi|tfopwg|429880|Palomar AO (PI: Ciardi with Clark, Lund, Catson, Harris):
202425357|TOI 5386|0.239|0.002|241.29|0.85|Hcont|2.071|0.016|2023-07-02|2023-11-09 11:53:49|ciardi|tfopwg|429880|Palomar AO (PI: Ciardi with Clark, Lund, Catson, Harris):
202425357|TOI 5386|0.316||237.278||832: 832 (40) nm|6.42||2022-04-20|2022-07-18 14:50:29|everett||416998|NESSI@WIYN; uncertain fit
