TIC ID|TOI|Separation (arcsec)|Separation (arcsec) Error|Pos Angle E of N (deg)|Pos Angle E of N (deg) Error|Filter|Delta Mag|Delta Mag Error|Observation Date (UT)|Date|User|Group|Tag|Notes
138302170||1.717|0.05|98.7|1|J|0.77|0.01||2017-03-13 16:33:46|furlan||34274|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1327 from ExoFOP-Kepler on 2020-08-28
138302462||2.351|0.052|146.5|1.2|LP600|3.16|0.03||2017-03-13 16:33:46|furlan||35221|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4810 from ExoFOP-Kepler on 2020-08-28
138302462||2.351|0.052|146.5|1.2|J|3.079|0.034||2017-03-13 16:33:46|furlan||35221|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4810 from ExoFOP-Kepler on 2020-08-28
138303317||3.891|0.05|14|1|J|5.102|0.174||2017-03-13 16:33:46|furlan||34235|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1210 from ExoFOP-Kepler on 2020-08-28
138303340||3.26|0.05|75.6|1|J|6.504|0.359||2017-03-13 16:33:46|furlan||34233|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1208 from ExoFOP-Kepler on 2020-08-28
138303476||3.792|0.05|262.3|1|J|4.969|0.165||2017-03-13 16:33:46|furlan||34813|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3294 from ExoFOP-Kepler on 2020-08-28
138303510||3.955|0.05|263.4|1|J|7.205|0.626||2017-03-13 16:33:46|furlan||35522|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6370 from ExoFOP-Kepler on 2020-08-28
138303514||2.412|0.05|25.1|1|J|5.512|0.626||2017-03-13 16:33:46|furlan||35521|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6369 from ExoFOP-Kepler on 2020-08-28
138303540||3.951|0.05|186.2|1|J|4.671|0.314||2017-03-13 16:33:46|furlan||35442|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI5990 from ExoFOP-Kepler on 2020-08-28
138303545||3.817|0.05|314.3|1|J|3.76|0.019||2017-03-13 16:33:46|furlan||35266|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI5019 from ExoFOP-Kepler on 2020-08-28
138303937||2.482|0.05|187.9|1|J|0.686|0.01||2017-03-13 16:33:46|furlan||35264|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI5005 from ExoFOP-Kepler on 2020-08-28
138364831|TOI 4577|3.642|0.064|195.1|1|LP600|2.58|0.11||2017-03-13 16:33:46|furlan||34121|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI801 from ExoFOP-Kepler on 2020-08-28
138364831|TOI 4577|3.642|0.064|195.1|1|J|2.355|0.017||2017-03-13 16:33:46|furlan||34121|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI801 from ExoFOP-Kepler on 2020-08-28
138365585||3.872|0.082|227.2|1|K|1.402|0.136||2017-03-13 16:33:46|furlan||35257|B; Extracted from Furlan et al. 2017 compilation, <a href=https://irsa.ipac.caltech.edu/Missions/2mass.html target=_blank>17</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4992 from ExoFOP-Kepler on 2020-08-28
138365585||3.872|0.082|227.2|1|J|1.276|0.069||2017-03-13 16:33:46|furlan||35257|B; Extracted from Furlan et al. 2017 compilation, <a href=https://irsa.ipac.caltech.edu/Missions/2mass.html target=_blank>17</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4992 from ExoFOP-Kepler on 2020-08-28
138365585||3.872|0.082|227.2|1|H|1.195|0.074||2017-03-13 16:33:46|furlan||35257|B; Extracted from Furlan et al. 2017 compilation, <a href=https://irsa.ipac.caltech.edu/Missions/2mass.html target=_blank>17</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4992 from ExoFOP-Kepler on 2020-08-28
138365847||3.837|0.05|333.5|1|J|2.938|0.045||2017-03-13 16:33:46|furlan||34392|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1766 from ExoFOP-Kepler on 2020-08-28
138366498||3.165|0.05|92.7|1|J|5.578|0.244||2017-03-13 16:33:46|furlan||34229|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1199 from ExoFOP-Kepler on 2020-08-28
138366792||3.796|0.05|189.1|1|J|5.762|0.227||2017-03-13 16:33:46|furlan||35146|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4539 from ExoFOP-Kepler on 2020-08-28
138423341||3.805|0.055|322.8|1|B|2.642|0.102||2017-03-13 16:33:46|furlan||34817|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3324 from ExoFOP-Kepler on 2020-08-28
138423341||3.805|0.055|322.8|1|J|2.694|0.042||2017-03-13 16:33:46|furlan||34817|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3324 from ExoFOP-Kepler on 2020-08-28
138423341||3.805|0.055|322.8|1|LP600|3.05|0.06||2017-03-13 16:33:46|furlan||34817|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3324 from ExoFOP-Kepler on 2020-08-28
138423341||3.745|0.051|3.9|2.1|V|3.345|0.092||2017-03-13 16:33:46|furlan||34817|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3324 from ExoFOP-Kepler on 2020-08-28
138423341||3.745|0.051|3.9|2.1|J|3.014|0.056||2017-03-13 16:33:46|furlan||34817|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3324 from ExoFOP-Kepler on 2020-08-28
138423341||3.805|0.055|322.8|1|V|2.686|0.065||2017-03-13 16:33:46|furlan||34817|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3324 from ExoFOP-Kepler on 2020-08-28
138425994||3.609|0.05|186.7|1|J|6.614|0.306||2017-03-13 16:33:46|furlan||35291|C; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI5137 from ExoFOP-Kepler on 2020-08-28
138425994||3.211|0.05|315.2|1|J|6.026|0.181||2017-03-13 16:33:46|furlan||35291|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI5137 from ExoFOP-Kepler on 2020-08-28
138429611||1.424|0.05|281.7|1|J|1.652|0.01||2017-03-13 16:33:46|furlan||34679|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI2811 from ExoFOP-Kepler on 2020-08-28
138430034||3.428|0.05|105.2|1|K|9.097|0.119||2017-03-13 16:33:46|furlan||34246|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>; Extracted KOI1241 from ExoFOP-Kepler on 2020-08-28
138430373||3.521|0.05|88|1|J|4.507|0.043||2017-03-13 16:33:46|furlan||35621|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6713 from ExoFOP-Kepler on 2020-08-28
138433975||3.01|0.05|269|1|J|3.298|0.089||2017-03-13 16:33:46|furlan||35581|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6551 from ExoFOP-Kepler on 2020-08-28
138433983||2.348|0.05|173.9|1|J|4.469|0.149||2017-03-13 16:33:46|furlan||35199|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4736 from ExoFOP-Kepler on 2020-08-28
138479461||3.857|0.05|225.2|1|J|3.778|0.083||2017-03-13 16:33:46|furlan||34226|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1191 from ExoFOP-Kepler on 2020-08-28
138479537||1.471|0.05|191.8|1|K|7.308|0.032||2017-03-13 16:33:46|furlan||34232|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI1206 from ExoFOP-Kepler on 2020-08-28
138480445||3.475|0.055|148.3|1.1|LP600|4.13|0.02||2017-03-13 16:33:46|furlan||35258|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4993 from ExoFOP-Kepler on 2020-08-28
138480445||3.475|0.055|148.3|1.1|J|3.305|0.01||2017-03-13 16:33:46|furlan||35258|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4993 from ExoFOP-Kepler on 2020-08-28
138480493||3.445|0.05|85.4|1|J|3.141|0.055||2017-03-13 16:33:46|furlan||34122|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI803 from ExoFOP-Kepler on 2020-08-28
138481691||3.725|0.05|84.9|1|J|8.214|0.963||2017-03-13 16:33:46|furlan||35510|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6308 from ExoFOP-Kepler on 2020-08-28
138568416||3.723|0.12|57.7|1.4|LP600|4.09|0.05||2017-03-13 16:33:46|furlan||34476|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI2055 from ExoFOP-Kepler on 2020-08-28
138568416||3.723|0.12|57.7|1.4|J|3.295|0.032||2017-03-13 16:33:46|furlan||34476|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI2055 from ExoFOP-Kepler on 2020-08-28
138568968||1.707|0.05|338.7|1|K|2.346|0.061||2017-03-13 16:33:46|furlan||34199|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI1101 from ExoFOP-Kepler on 2020-08-28
138570568||2.979|0.05|233.5|1|J|5.989|0.107||2017-03-13 16:33:46|furlan||35017|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4057 from ExoFOP-Kepler on 2020-08-28
138570869||3.294|0.05|202.9|1|J|1.96|0.015||2017-03-13 16:33:46|furlan||34225|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1188 from ExoFOP-Kepler on 2020-08-28
138572420||3.565|0.05|189.6|1|J|4.654|0.178||2017-03-13 16:33:46|furlan||35536|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6411 from ExoFOP-Kepler on 2020-08-28
138573215||3.638|0.082|199.4|1|i|5.474|0.27||2017-03-13 16:33:46|furlan||34938|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3805 from ExoFOP-Kepler on 2020-08-28
138573215||3.638|0.082|199.4|1|J|5.426|0.013||2017-03-13 16:33:46|furlan||34938|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3805 from ExoFOP-Kepler on 2020-08-28
138573756||2.211|0.05|293.8|1|J|2.163|0.019||2017-03-13 16:33:46|furlan||35280|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI5094 from ExoFOP-Kepler on 2020-08-28
138575125||3.442|0.05|85.7|1|J|4.033|0.033||2017-03-13 16:33:46|furlan||34367|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1671 from ExoFOP-Kepler on 2020-08-28
138637352||3.461|0.05|31.4|1|J|3.387|0.062||2017-03-13 16:33:46|furlan||34208|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1125 from ExoFOP-Kepler on 2020-08-28
138642221||2.132|0.05|256.7|1|i|4.792|0.14||2017-03-13 16:33:46|furlan||34979|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>; Extracted KOI3940 from ExoFOP-Kepler on 2020-08-28
138643091||3.317|0.05|136.8|1|J|3.948|0.168||2017-03-13 16:33:46|furlan||34844|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3453 from ExoFOP-Kepler on 2020-08-28
138644054||2.832|0.067|92.8|1|i|0.516|0.01||2017-03-13 16:33:46|furlan||35094|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4355 from ExoFOP-Kepler on 2020-08-28
138644054||2.832|0.067|92.8|1|V|0.011|0.029||2017-03-13 16:33:46|furlan||35094|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4355 from ExoFOP-Kepler on 2020-08-28
138644054||2.832|0.067|92.8|1|B|-0.564|0.037||2017-03-13 16:33:46|furlan||35094|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4355 from ExoFOP-Kepler on 2020-08-28
138644054||2.832|0.067|92.8|1|J|0.983|0.01||2017-03-13 16:33:46|furlan||35094|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4355 from ExoFOP-Kepler on 2020-08-28
138644533||3.057|0.05|86.4|1|J|4.429|0.041||2017-03-13 16:33:46|furlan||35123|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI4452 from ExoFOP-Kepler on 2020-08-28
138645588||1.663|0.054|194.8|1|J|1.893|0.014||2017-03-13 16:33:46|furlan||35524|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6380 from ExoFOP-Kepler on 2020-08-28
138645588||1.663|0.054|194.8|1|V|1.608|0.039||2017-03-13 16:33:46|furlan||35524|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6380 from ExoFOP-Kepler on 2020-08-28
138645719||3.394|0.055|335.6|1.3|LP600|1.86|0.02||2017-03-13 16:33:46|furlan||34755|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3066 from ExoFOP-Kepler on 2020-08-28
138645719||3.394|0.055|335.6|1.3|J|1.821|0.026||2017-03-13 16:33:46|furlan||34755|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3066 from ExoFOP-Kepler on 2020-08-28
138645980||2.944|0.05|224.1|1|J|5.809|0.084||2017-03-13 16:33:46|furlan||35751|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI7546 from ExoFOP-Kepler on 2020-08-28
138646637||2.164|0.05|228.7|1|J|5.474|0.347||2017-03-13 16:33:46|furlan||34833|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI3402 from ExoFOP-Kepler on 2020-08-28
138647072||2.913|0.05|157.5|1|J|4.827|0.032||2017-03-13 16:33:46|furlan||35519|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6350 from ExoFOP-Kepler on 2020-08-28
138724905||0.53|0.05|338|1|LP600|0.93|0.15||2017-03-13 16:33:46|furlan||33937|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>; Extracted KOI225 from ExoFOP-Kepler on 2020-08-28
138727432|TOI 853|0.043||235.6||832: 832 (40) nm|2.63||2020-12-27|2021-12-17 11:49:02|furlan|tfopwg|94256|180 degree ambiguity in PA, uncertain fit
138727834||2.3|0.05|329.3|1|J|4.731|0.311||2017-03-13 16:33:46|furlan||34394|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1777 from ExoFOP-Kepler on 2020-08-28
138728726||3.763|0.05|20.9|1|J|5.283|0.206||2017-03-13 16:33:46|furlan||35562|C; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6491 from ExoFOP-Kepler on 2020-08-28
138728726||2.192|0.05|106.8|1|J|4.816|0.203||2017-03-13 16:33:46|furlan||35562|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI6491 from ExoFOP-Kepler on 2020-08-28
138730381||1.13|0.05|68|1|LP600|0.53|0.05||2017-03-13 16:33:46|furlan||34725|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152...18B target=_blank>3</a>; Extracted KOI2962 from ExoFOP-Kepler on 2020-08-28
138803146||2.361|0.05|87.3|1.8|LP600|1.3|0.04||2017-03-13 16:33:46|furlan||34708|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI2900 from ExoFOP-Kepler on 2020-08-28
138803146||2.361|0.05|87.3|1.8|J|0.738|0.01||2017-03-13 16:33:46|furlan||34708|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI2900 from ExoFOP-Kepler on 2020-08-28
138803146||2.361|0.05|87.3|1.8|V|1.912|0.034||2017-03-13 16:33:46|furlan||34708|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2012PASP..124..316E target=_blank>6</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...66Z target=_blank>16</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI2900 from ExoFOP-Kepler on 2020-08-28
138804230||1.114|0.058|183.2|1.1|K|6.921|0.046||2017-03-13 16:33:46|furlan||34585|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>; Extracted KOI2481 from ExoFOP-Kepler on 2020-08-28
138804230||1.114|0.058|183.2|1.1|i|3.505|0.039||2017-03-13 16:33:46|furlan||34585|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>; Extracted KOI2481 from ExoFOP-Kepler on 2020-08-28
138804230||1.114|0.058|183.2|1.1|z|3.326|0.031||2017-03-13 16:33:46|furlan||34585|B; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2012A&A...546A..10L target=_blank>12a</a>,<a href=http://adsabs.harvard.edu/abs/2014A&A...566A.103L target=_blank>12b</a>; Extracted KOI2481 from ExoFOP-Kepler on 2020-08-28
138805722||3.191|0.05|61.8|1|J|4.806|0.2||2017-03-13 16:33:46|furlan||34269|B; Extracted from Furlan et al. 2017 compilation, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>; Extracted KOI1318 from ExoFOP-Kepler on 2020-08-28
138891469||2.052|0.069|226.7|1.2|K|2.063|0.029||2017-03-13 16:33:46|furlan||34356|C; Extracted from Furlan et al. 2017 compilation, <a href=http://adsabs.harvard.edu/abs/2016AJ....152....8K target=_blank>10</a>, <a href=http://adsabs.harvard.edu/abs/2014ApJ...791...35L target=_blank>11</a>, <a href=https://keplergo.arc.nasa.gov/related-surveys.html#keplerukirt target=_blank>18</a>, <a href=http://adsabs.harvard.edu/abs/2017AJ....153...71F target=_blank>19</a>; Extracted KOI1619 from ExoFOP-Kepler on 2020-08-28
